"Fecha contable",Lugar,Mes,Tipo,Nut,Valor,Numero,Concepto,"Saldo Desp.Mov",Descripcion,"Fecha Real",,
2020-08-13,"Gua-Principal ",8,N/D,2308040,0.2,2884,"Concpto:01PAGO MA VICTORIA BAQUERIZO ART ALFREDO GEOVANNY                                 000856P4",975.56,"Transferencia Recibida Spi2 Del Bce","13/08/2020 18:33:18",,
2020-08-13,"Gua-Principal ",8,N/D,2308040,0.02,1613,"Concpto:01PAGO MA VICTORIA BAQUERIZO ART ALFREDO GEOVANNY                                 000856P4",975.54,"Transferencia Recibida Spi2 Del Bce","13/08/2020 18:33:18",,
2020-08-14,"Gua-Principal ",8,N/C,,55,1641," Int. 1011826886 A 7850557 - Pago Curso",1030.54,"Transferencia Intermatico","14/08/2020 20:55:06",,
2020-08-14,"Gua-Principal ",8,N/C,3182755,8288,817,"Factura 001-001-0034291 Op No. Ocp105-Pacifico Ec -Pr-289889",9318.54,Ocp-Pagos,"14/08/2020 22:02:36",,
2020-08-14,"Gua-Principal ",8,N/C,3182757,8288,817,"Factura 001-001-0034368 Op No. Ocp105-Pacifico Ec -Pr-289890",17606.54,Ocp-Pagos,"14/08/2020 22:02:36",,
2020-08-14,"Gua-Principal ",8,N/C,3199964,42.97,517,"NO.RECAP:001437F1200814C PLA418239 MC.PAGO A ESTABL.418239000000000000     ",17649.51,Ocp-Pagos,"15/08/2020 0:17:47",,
2020-08-17,"Gua-Riocentro Ceibos",8,CHE,9032220,2191.5,2333,"Pago De Cheques Normal Ventani",15458.01,"Pago De Cheques Normal Ventanilla","15/08/2020 11:06:05",,
2020-08-17,"Gua-Riocentro Sur",8,DEP,8600820,25,25201382,"EFE.: 25.00",15483.01,Depositos,"15/08/2020 12:38:58",,
2020-08-17,"Gua-Riocentro Sur",8,DEP,8600620,70,25201381,"EFE.: 70.00",15553.01,Depositos,"15/08/2020 12:39:23",,
2020-08-17,"Gua-Alban Borja",8,CHE,5419220,281.02,2317,"Pago De Cheques Normal Ventani",15271.99,"Pago De Cheques Normal Ventanilla","15/08/2020 12:40:02",,
2020-08-17,"Gua-Riocentro Ceibos",8,CHE,8971720,251.92,2331,"Pago De Cheques Normal Ventani",15020.07,"Pago De Cheques Normal Ventanilla","15/08/2020 13:07:42",,
2020-08-17,"Gua-Riocentro Ceibos",8,CHE,8970020,294.98,2329,"Pago De Cheques Normal Ventani",14725.09,"Pago De Cheques Normal Ventanilla","15/08/2020 13:11:26",,
2020-08-17,"Gua-Alban Borja",8,CHE,5402720,204.68,2330,"Pago De Cheques Normal Ventani",14520.41,"Pago De Cheques Normal Ventanilla","15/08/2020 13:15:53",,
2020-08-17,"Gua-Alban Borja",8,CHE,5391620,529.95,2325,"Pago De Cheques Normal Ventani",13990.46,"Pago De Cheques Normal Ventanilla","15/08/2020 13:44:01",,
2020-08-17,"Gua-Via A La Costa",8,DEP,5145820,40,225724145,"EFE.: 40.00",14030.46,Depositos,"17/08/2020 9:19:33",,
2020-08-17,"Gua-Principal ",8,N/C,3364848,55,1945,"Concpto:01TALLER DE TEATRO MUSICAL MARTHA MARIA                                           000856P4",14085.46,"Transferencia Recibida Spi2 Del Bce","17/08/2020 9:33:18",,
2020-08-17,"Gua-Principal ",8,N/D,3364848,0.2,2884,"Concpto:01TALLER DE TEATRO MUSICAL MARTHA MARIA                                           000856P4",14085.26,"Transferencia Recibida Spi2 Del Bce","17/08/2020 9:33:18",,
2020-08-17,"Gua-Principal ",8,N/D,3364848,0.02,1613,"Concpto:01TALLER DE TEATRO MUSICAL MARTHA MARIA                                           000856P4",14085.24,"Transferencia Recibida Spi2 Del Bce","17/08/2020 9:33:18",,
2020-08-17,"Gua-Principal ",8,N/C,,55,1641," Int. 1010081240 A 7850557 - Inscripcion Nancy Vasconez",14140.24,"Transferencia Intermatico","17/08/2020 10:14:43",,
2020-08-17,"Gua-Alban Borja",8,CHE,5299420,214.13,2313,"Pago De Cheques Normal Ventani",13926.11,"Pago De Cheques Normal Ventanilla","17/08/2020 12:44:53",,
2020-08-17,"Gua-Alban Borja",8,CHE,5298720,89.58,2314,"Pago De Cheques Normal Ventani",13836.53,"Pago De Cheques Normal Ventanilla","17/08/2020 12:45:29",,
2020-08-17,"Gua-Alban Borja",8,CHE,5298320,193.44,2316,"Pago De Cheques Normal Ventani",13643.09,"Pago De Cheques Normal Ventanilla","17/08/2020 12:45:59",,
2020-08-17,"Gua-Alban Borja",8,CHE,5297920,258.26,2312,"Pago De Cheques Normal Ventani",13384.83,"Pago De Cheques Normal Ventanilla","17/08/2020 12:46:34",,
2020-08-17,"Gua-Principal ",8,N/C,3577346,200,1945,"Concpto:01PRIMERA CUOTA ACUERDO DE PAGO ROSA VICTORIA                                     000856P4",13584.83,"Transferencia Recibida Spi2 Del Bce","17/08/2020 13:24:42",,
2020-08-17,"Gua-Principal ",8,N/D,3577346,0.2,2884,"Concpto:01PRIMERA CUOTA ACUERDO DE PAGO ROSA VICTORIA                                     000856P4",13584.63,"Transferencia Recibida Spi2 Del Bce","17/08/2020 13:24:42",,
2020-08-17,"Gua-Principal ",8,N/D,3577346,0.02,1613,"Concpto:01PRIMERA CUOTA ACUERDO DE PAGO ROSA VICTORIA                                     000856P4",13584.61,"Transferencia Recibida Spi2 Del Bce","17/08/2020 13:24:42",,
2020-08-17,"Gua-Alban Borja",8,CHE,5250320,82.44,2319,"Pago De Cheques Normal Ventani",13502.17,"Pago De Cheques Normal Ventanilla","17/08/2020 14:31:51",,
2020-08-17,"Gua-Alban Borja",8,CHE,5221620,1182.13,2327,"Pago De Cheques Normal Ventani",12320.04,"Pago De Cheques Normal Ventanilla","17/08/2020 15:28:36",,
2020-08-17,"Gua-Alban Borja",8,DEP,5221420,110,199721773,"EFE.: 110.00",12430.04,Depositos,"17/08/2020 15:29:11",,
2020-08-17,"Gua-Alban Borja",8,CHE,5219320,258.07,2320,"Pago De Cheques Normal Ventani",12171.97,"Pago De Cheques Normal Ventanilla","17/08/2020 15:35:14",,
2020-08-17,"Gua-Principal ",8,N/C,4000893,52.52,517,"NO.RECAP:001439F1200817C PLA424295 MC.PAGO A ESTABL.424295000000000000     ",12224.49,Ocp-Pagos,"18/08/2020 1:06:42",,
2020-08-17,"Gua-Principal ",8,CHE,,491.63,2328,"Pago De Cheques  Transferido N",11732.86,"Pago De Cheques  Transferido Normal","18/08/2020 1:57:43",,
2020-08-18,"Gua-Alban Borja",8,CHE,5050120,208.31,2318,"Pago De Cheques Normal Ventani",11524.55,"Pago De Cheques Normal Ventanilla","18/08/2020 14:01:54",,
2020-08-18,"Gua-Principal ",8,N/C,4725985,39.59,517,"NO.RECAP:001429F1200818C PLA436049 MC.PAGO A ESTABL.436049000000000000     ",11564.14,Ocp-Pagos,"19/08/2020 2:48:44",,
2020-08-18,"Gua-Principal ",8,N/C,4729839,38.68,517,"NO.RECAP:001441F1200818C PLA434152 MC.PAGO A ESTABL.434152000000000000     ",11602.82,Ocp-Pagos,"19/08/2020 2:56:54",,
2020-08-19,"Gua-Principal ",8,N/C,,2748.8,1641," Int. 7780745 A 7850557 - Saldo Fact 34370 Y Fact 34373",14351.62,"Transferencia Intermatico","19/08/2020 12:40:19",,
2020-08-19,"Gua-Principal ",8,N/C,4908399,55,1945,"Concpto:01SAN MARTIN  TAPIA MARY BETHZABE-PAGOS INTERBANCARIOS (SPI) SAN MARTIN  TAPIA MAR000856P4",14406.62,"Transferencia Recibida Spi2 Del Bce","19/08/2020 13:15:51",,
2020-08-19,"Gua-Principal ",8,N/D,4908399,0.2,2884,"Concpto:01SAN MARTIN  TAPIA MARY BETHZABE-PAGOS INTERBANCARIOS (SPI) SAN MARTIN  TAPIA MAR000856P4",14406.42,"Transferencia Recibida Spi2 Del Bce","19/08/2020 13:15:51",,
2020-08-19,"Gua-Principal ",8,N/D,4908399,0.02,1613,"Concpto:01SAN MARTIN  TAPIA MARY BETHZABE-PAGOS INTERBANCARIOS (SPI) SAN MARTIN  TAPIA MAR000856P4",14406.4,"Transferencia Recibida Spi2 Del Bce","19/08/2020 13:15:51",,
2020-08-19,"Gua-Principal ",8,DEP,2351220,500,1997217980,"LOC.: 500.00",14906.4,Depositos,"19/08/2020 14:53:57",,
2020-08-19,"Gua-Principal ",8,N/C,5225507,10,1945,"Concpto:01AGOSTO GARDENIA LEONOR                                                          000856P4",14916.4,"Transferencia Recibida Spi2 Del Bce","19/08/2020 18:48:47",,
2020-08-19,"Gua-Principal ",8,N/D,5225507,0.2,2884,"Concpto:01AGOSTO GARDENIA LEONOR                                                          000856P4",14916.2,"Transferencia Recibida Spi2 Del Bce","19/08/2020 18:48:47",,
2020-08-19,"Gua-Principal ",8,N/D,5225507,0.02,1613,"Concpto:01AGOSTO GARDENIA LEONOR                                                          000856P4",14916.18,"Transferencia Recibida Spi2 Del Bce","19/08/2020 18:48:47",,
2020-08-19,"Gua-Principal ",8,N/C,5316023,6.16,517,"NO.RECAP:001442F1200819C PLA441337 MC.PAGO A ESTABL.441337000000000000     ",14922.34,Ocp-Pagos,"20/08/2020 0:49:06",,
2020-08-19,"Gua-Principal ",8,N/C,5319794,30.08,517,"NO.RECAP:001442F1200819C PLA439438 MC.PAGO A ESTABL.439438000000000000     ",14952.42,Ocp-Pagos,"20/08/2020 1:00:20",,
2020-08-20,Gua-Urdesa,8,DEP,7415620,40,19972782,"EFE.: 40.00",14992.42,Depositos,"20/08/2020 11:48:44",,
2020-08-20,Gua-Urdesa,8,CHE,7412620,438.5,2334,"Pago De Cheques Normal Ventani",14553.92,"Pago De Cheques Normal Ventanilla","20/08/2020 11:51:39",,
2020-08-20,"Gua-Riocentro Norte",8,CHE,7855420,609.6,2360,"Pago De Cheques Normal Ventani",13944.32,"Pago De Cheques Normal Ventanilla","20/08/2020 11:57:51",,
2020-08-20,"Gua-Autobanco Albanbor",8,CHE,3532020,136.71,2353,"Pago De Cheques Normal Ventani",13807.61,"Pago De Cheques Normal Ventanilla","20/08/2020 12:56:03",,
2020-08-20,"Gua-Autobanco Albanbor",8,CHE,3531720,94.64,2347,"Pago De Cheques Normal Ventani",13712.97,"Pago De Cheques Normal Ventanilla","20/08/2020 12:56:27",,
2020-08-20,"Gua-Principal ",8,N/D,5479987,87.92,1992,"Confianza                    . Ocp105-Pacifico    -C1-291215",13625.05,"Transacción Débitos Ocp Con Comisión","20/08/2020 13:09:55",,
2020-08-20,"Gua-Principal ",8,N/D,5479987,0.2,3060,"Confianza                    . Ocp105-Pacifico    -C1-291215",13624.85,"Transacción Débitos Ocp Con Comisión","20/08/2020 13:09:55",,
2020-08-20,"Gua-Principal ",8,N/D,5479987,0.02,1613,"Confianza                    . Ocp105-Pacifico    -C1-291215",13624.83,"Transacción Débitos Ocp Con Comisión","20/08/2020 13:09:55",,
2020-08-20,"Gua-Alban Borja",8,CHE,4664320,147.22,2352,"Pago De Cheques Normal Ventani",13477.61,"Pago De Cheques Normal Ventanilla","20/08/2020 13:30:31",,
2020-08-20,Gua-Urdesa,8,CHE,7345720,431.16,2348,"Pago De Cheques Normal Ventani",13046.45,"Pago De Cheques Normal Ventanilla","20/08/2020 13:44:24",,
2020-08-20,"Gua-Principal ",8,N/C,5824344,39.59,517,"NO.RECAP:001443F1200820C PLA446834 MC.PAGO A ESTABL.446834000000000000     ",13086.04,Ocp-Pagos,"21/08/2020 0:09:13",,
2020-08-20,"Gua-Principal ",8,N/C,5828336,9.54,517,"NO.RECAP:001443F1200820C PLA444870 MC.PAGO A ESTABL.444870000000000000     ",13095.58,Ocp-Pagos,"21/08/2020 0:18:48",,
2020-08-20,"Gua-Principal ",8,CHE,,804.61,2344,"Pago De Cheques  Transferido N",12290.97,"Pago De Cheques  Transferido Normal","21/08/2020 1:13:54",,
2020-08-21,"Gua-Principal ",8,CHE,,199.61,2359,"Pago De Cheques Normal Camara",12091.36,"Pago De Cheques Normal Camara","21/08/2020 3:24:45",,
2020-08-21,"Gua-Principal ",8,CHE,,147.22,2343,"Pago De Cheques Normal Camara",11944.14,"Pago De Cheques Normal Camara","21/08/2020 3:24:58",,
2020-08-21,"Gua-Principal ",8,CHE,,147.22,2356,"Pago De Cheques Normal Camara",11796.92,"Pago De Cheques Normal Camara","21/08/2020 3:24:59",,
2020-08-21,"Gua-Alban Borja",8,CHE,4547120,197.73,2309,"Pago De Cheques Normal Ventani",11599.19,"Pago De Cheques Normal Ventanilla","21/08/2020 10:50:33",,
2020-08-21,"Gua-Principal ",8,CHE,1560420,42.06,2355,"Pago De Cheques Normal Ventani",11557.13,"Pago De Cheques Normal Ventanilla","21/08/2020 12:53:26",,
2020-08-21,"Gua-Mall Del Sur",8,CHE,6173920,203.2,2350,"Pago De Cheques Normal Ventani",11353.93,"Pago De Cheques Normal Ventanilla","21/08/2020 13:32:35",,
2020-08-21,"Gua-Autobanco Albanbor",8,DEP,3052320,45,225072184,"EFE.: 45.00",11398.93,Depositos,"21/08/2020 13:34:39",,
2020-08-21,Gua-Aguirre,8,CHE,5568620,183.25,2339,"Pago De Cheques Normal Ventani",11215.68,"Pago De Cheques Normal Ventanilla","21/08/2020 16:01:15",,
2020-08-21,Gua-Policentro,8,DEP,,75,"01005002 9821","EFE.: 75.00",11290.68,Depositos,"21/08/2020 16:19:40",,
2020-08-21,Gua-Policentro,8,DEP,,55,"01005002 9846","LOC.: 55.00",11345.68,Depositos,"21/08/2020 16:26:00",,
2020-08-21,"Gua-Principal ",8,N/C,6301779,52.52,517,"NO.RECAP:001444F1200821C PLA450479 MC.PAGO A ESTABL.450479000000000000     ",11398.2,Ocp-Pagos,"22/08/2020 0:57:32",,
2020-08-21,"Gua-Principal ",8,N/C,6302848,100.26,517,"NO.RECAP:001203F1200821C PLA451014 MC.PAGO A ESTABL.451014000000000000     ",11498.46,Ocp-Pagos,"22/08/2020 1:01:03",,
2020-08-24,"Gua-Principal ",8,CHE,,212.95,2340,"Pago De Cheques Normal Camara",11285.51,"Pago De Cheques Normal Camara","22/08/2020 4:01:46",,
2020-08-24,"Gua-Riocentro Ceibos",8,CHE,7857620,94.64,2294,"Pago De Cheques Normal Ventani",11190.87,"Pago De Cheques Normal Ventanilla","24/08/2020 11:33:12",,
2020-08-24,"Gua-Riocentro Ceibos",8,CHE,7857120,94.64,2354,"Pago De Cheques Normal Ventani",11096.23,"Pago De Cheques Normal Ventanilla","24/08/2020 11:33:47",,
2020-08-24,"Gua-Autobanco Albanbor",8,CHE,2640120,400,2361,"Pago De Cheques Normal Ventani",10696.23,"Pago De Cheques Normal Ventanilla","24/08/2020 12:33:26",,
2020-08-24,"Gua-Autobanco Albanbor",8,CHE,2638020,147.22,2346,"Pago De Cheques Normal Ventani",10549.01,"Pago De Cheques Normal Ventanilla","24/08/2020 12:36:01",,
2020-08-24,"Gua-Autobanco Albanbor",8,CHE,2637320,84.13,2358,"Pago De Cheques Normal Ventani",10464.88,"Pago De Cheques Normal Ventanilla","24/08/2020 12:36:46",,
2020-08-24,"Gua-Principal ",8,N/C,6581342,45,1945,"Concpto:01SOLICITUD DEL ORDENANTE VILLALA PEREZ GINGER KATIUSK                            000856P4",10509.88,"Transferencia Recibida Spi2 Del Bce","24/08/2020 13:23:15",,
2020-08-24,"Gua-Principal ",8,N/D,6581342,0.2,2884,"Concpto:01SOLICITUD DEL ORDENANTE VILLALA PEREZ GINGER KATIUSK                            000856P4",10509.68,"Transferencia Recibida Spi2 Del Bce","24/08/2020 13:23:15",,
2020-08-24,"Gua-Principal ",8,N/D,6581342,0.02,1613,"Concpto:01SOLICITUD DEL ORDENANTE VILLALA PEREZ GINGER KATIUSK                            000856P4",10509.66,"Transferencia Recibida Spi2 Del Bce","24/08/2020 13:23:15",,
2020-08-24,"Gua-Principal ",8,N/C,6928684,121.28,517,"NO.RECAP:001447F1200824C PLA456317 MC.PAGO A ESTABL.456317000000000000     ",10630.94,Ocp-Pagos,"25/08/2020 0:38:45",,
2020-08-25,"Gua-Principal ",8,CHE,,147.22,2345,"Pago De Cheques Normal Camara",10483.72,"Pago De Cheques Normal Camara","25/08/2020 3:49:32",,
2020-08-25,"Gua-Principal ",8,CHE,,176.11,2335,"Pago De Cheques Normal Camara",10307.61,"Pago De Cheques Normal Camara","25/08/2020 3:49:36",,
2020-08-25,"Gua-Principal ",8,CHE,,1292.96,2324,"Pago De Cheques Normal Camara",9014.65,"Pago De Cheques Normal Camara","25/08/2020 3:50:04",,
2020-08-25,"Gua-Principal ",8,N/C,6979390,148.17,1945,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",9162.82,"Transferencia Recibida Spi2 Del Bce","25/08/2020 9:17:07",,
2020-08-25,"Gua-Principal ",8,N/D,6979390,0.2,2884,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",9162.62,"Transferencia Recibida Spi2 Del Bce","25/08/2020 9:17:07",,
2020-08-25,"Gua-Principal ",8,N/D,6979390,0.02,1613,"Concpto:01TICKETSHOW S A-PAGO A TERCEROS TICKETSHOW S A                                   000856P4",9162.6,"Transferencia Recibida Spi2 Del Bce","25/08/2020 9:17:07",,
2020-08-25,"Pla-Principal Paseo Sh",8,CHE,4784320,189.85,2341,"Pago De Cheques Normal Ventani",8972.75,"Pago De Cheques Normal Ventanilla","25/08/2020 10:55:17",,
2020-08-25,"Gua-Autobanco Albanbor",8,CHE,2074120,1000,2366,"Pago De Cheques Normal Ventani",7972.75,"Pago De Cheques Normal Ventanilla","25/08/2020 15:24:45",,
2020-08-25,Gua-Urdesa,8,CHE,6550520,378.39,2370,"Pago De Cheques Normal Ventani",7594.36,"Pago De Cheques Normal Ventanilla","25/08/2020 15:56:51",,
2020-08-25,Gua-Urdesa,8,DEP,6548620,60,1972790,"EFE.: 60.00",7654.36,Depositos,"25/08/2020 15:59:44",,
2020-08-25,Gua-Urdesa,8,CHE,6548020,479.11,2373,"Pago De Cheques Normal Ventani",7175.25,"Pago De Cheques Normal Ventanilla","25/08/2020 16:01:10",,
2020-08-25,"Gua-Riocentro Ceibos",8,CHE,7596620,427.5,2367,"Pago De Cheques Normal Ventani",6747.75,"Pago De Cheques Normal Ventanilla","25/08/2020 16:22:35",,
2020-08-25,"Gua-Principal ",8,N/C,7418136,87.98,517,"NO.RECAP:001448F1200825C PLA468078 MC.PAGO A ESTABL.468078000000000000     ",6835.73,Ocp-Pagos,"26/08/2020 1:45:39",,
2020-08-25,"Gua-Principal ",8,CHE,,160.17,2365,"Pago De Cheques  Transferido N",6675.56,"Pago De Cheques  Transferido Normal","26/08/2020 2:46:11",,
2020-08-26,Gua-Urdesa,8,DEP,,200,"01003005 1204","EFE.: 200.00",6875.56,Depositos,"26/08/2020 14:22:08",,
2020-08-26,"Gua-Principal ",8,N/C,7937419,30.08,517,"NO.RECAP:001449F1200826C PLA471608 MC.PAGO A ESTABL.471608000000000000     ",6905.64,Ocp-Pagos,"27/08/2020 0:26:58",,
2020-08-27,"Gua-Principal ",8,CHE,,187.96,2336,"Pago De Cheques Normal Camara",6717.68,"Pago De Cheques Normal Camara","27/08/2020 3:30:01",,
